Decade,Year,Sex,Rank,Name,Count,Data_Revision_Date
70s,1971,Female,18,sandra,1107,11/7/2022
70s,1971,Female,19,tina,1034,11/7/2022
70s,1971,Female,20,rebecca,1033,11/7/2022
70s,1971,Female,21,nicole,1026,11/7/2022
70s,1971,Female,22,mary,1025,11/7/2022
70s,1971,Female,23,karen,996,11/7/2022
70s,1971,Female,24,tracy,989,11/7/2022
70s,1971,Female,25,dawn,966,11/7/2022
70s,1971,Male,1,michael,7006,11/7/2022
70s,1971,Male,2,david,5114,11/7/2022
70s,1971,Male,3,robert,4585,11/7/2022
70s,1971,Male,4,john,4220,11/7/2022
70s,1971,Male,5,jason,4200,11/7/2022
70s,1971,Male,6,christopher,3996,11/7/2022
70s,1971,Male,7,james,3892,11/7/2022
70s,1971,Male,8,richard,2723,11/7/2022
70s,1971,Male,9,daniel,2485,11/7/2022
70s,1971,Male,10,brian,2452,11/7/2022
70s,1971,Male,11,eric,2398,11/7/2022
70s,1971,Male,12,william,2387,11/7/2022
70s,1971,Male,13,matthew,2305,11/7/2022
70s,1971,Male,14,steven,2302,11/7/2022
70s,1971,Male,15,scott,2286,11/7/2022
70s,1971,Male,16,jeffrey,2253,11/7/2022
70s,1971,Male,17,mark,2025,11/7/2022
70s,1971,Male,18,kevin,1953,11/7/2022
70s,1971,Male,19,joseph,1945,11/7/2022
70s,1971,Male,20,anthony,1798,11/7/2022
70s,1971,Male,21,thomas,1678,11/7/2022
70s,1971,Male,22,paul,1648,11/7/2022
70s,1971,Male,23,timothy,1486,11/7/2022
70s,1971,Male,24,jose,1364,11/7/2022
70s,1971,Male,25,charles,1318,11/7/2022
70s,1972,Female,1,jennifer,6063,11/7/2022
70s,1972,Female,2,michelle,2770,11/7/2022
70s,1972,Female,3,christine,2590,11/7/2022
70s,1972,Female,4,lisa,2353,11/7/2022
70s,1972,Female,5,kimberly,1918,11/7/2022
70s,1972,Female,6,maria,1629,11/7/2022
70s,1972,Female,7,nicole,1499,11/7/2022
70s,1972,Female,8,heather,1492,11/7/2022
70s,1972,Female,9,amy,1423,11/7/2022
70s,1972,Female,10,stephanie,1421,11/7/2022
70s,1972,Female,11,julie,1352,11/7/2022
70s,1972,Female,12,elizabeth,1342,11/7/2022
70s,1972,Female,13,cynthia,1310,11/7/2022
70s,1972,Female,14,melissa,1260,11/7/2022
70s,1972,Female,15,angela,1200,11/7/2022
70s,1972,Female,16,laura,1194,11/7/2022
70s,1972,Female,17,shannon,1172,11/7/2022
70s,1972,Female,18,rebecca,1126,11/7/2022
70s,1972,Female,19,patricia,1010,11/7/2022
70s,1972,Female,20,sandra,991,11/7/2022
70s,1972,Female,21,monica,965,11/7/2022
70s,1972,Female,22,mary,920,11/7/2022
70s,1972,Female,23,tina,872,11/7/2022
70s,1972,Female,24,andrea,839,11/7/2022
70s,1972,Female,25,karen,800,11/7/2022
70s,1972,Male,1,michael,6476,11/7/2022
70s,1972,Male,2,david,4539,11/7/2022
70s,1972,Male,3,christopher,4215,11/7/2022
70s,1972,Male,4,jason,3962,11/7/2022
70s,1972,Male,5,robert,3916,11/7/2022
70s,1972,Male,6,james,3441,11/7/2022
70s,1972,Male,7,john,3432,11/7/2022
70s,1972,Male,8,brian,2897,11/7/2022
70s,1972,Male,9,daniel,2524,11/7/2022
70s,1972,Male,10,richard,2326,11/7/2022
70s,1972,Male,11,eric,2266,11/7/2022
70s,1972,Male,12,matthew,2220,11/7/2022
70s,1972,Male,13,william,2011,11/7/2022
70s,1972,Male,14,steven,1925,11/7/2022
70s,1972,Male,15,jeffrey,1903,11/7/2022
70s,1972,Male,16,joseph,1814,11/7/2022
70s,1972,Male,17,mark,1754,11/7/2022
70s,1972,Male,18,scott,1753,11/7/2022
70s,1972,Male,19,anthony,1674,11/7/2022
70s,1972,Male,20,kevin,1568,11/7/2022
70s,1972,Male,21,jose,1514,11/7/2022
70s,1972,Male,22,paul,1438,11/7/2022
70s,1972,Male,23,thomas,1376,11/7/2022
70s,1972,Male,24,timothy,1316,11/7/2022
70s,1972,Male,25,gregory,1178,11/7/2022
70s,1973,Female,1,jennifer,5628,11/7/2022
70s,1973,Female,2,michelle,2479,11/7/2022
70s,1973,Female,3,christine,2437,11/7/2022
70s,1973,Female,4,lisa,2014,11/7/2022
70s,1973,Female,5,maria,1753,11/7/2022
70s,1973,Female,6,kimberly,1740,11/7/2022
70s,1973,Female,7,heather,1659,11/7/2022
70s,1973,Female,8,amy,1595,11/7/2022
70s,1973,Female,9,melissa,1400,11/7/2022
70s,1973,Female,10,stephanie,1357,11/7/2022
70s,1973,Female,11,elizabeth,1288,11/7/2022
70s,1973,Female,12,nicole,1286,11/7/2022
70s,1973,Female,13,rebecca,1279,11/7/2022
70s,1973,Female,14,julie,1183,11/7/2022
70s,1973,Female,15,cynthia,1141,11/7/2022
70s,1973,Female,16,shannon,1068,11/7/2022
70s,1973,Female,17,laura,1061,11/7/2022
70s,1973,Female,18,veronica,1060,11/7/2022
70s,1973,Female,19,angela,1013,11/7/2022
70s,1973,Female,20,monica,984,11/7/2022
70s,1973,Female,21,patricia,913,11/7/2022
70s,1973,Female,22,sandra,888,11/7/2022
70s,1973,Female,23,andrea,819,11/7/2022
70s,1973,Female,24,mary,792,11/7/2022
70s,1973,Female,25,jessica,762,11/7/2022
70s,1973,Male,1,michael,5960,11/7/2022
70s,1973,Male,2,jason,4360,11/7/2022
70s,1973,Male,3,david,4101,11/7/2022
70s,1973,Male,4,christopher,3696,11/7/2022
70s,1973,Male,5,robert,3498,11/7/2022
70s,1973,Male,6,john,3144,11/7/2022
70s,1973,Male,7,james,2977,11/7/2022
70s,1973,Male,8,brian,2798,11/7/2022
70s,1973,Male,9,daniel,2768,11/7/2022
70s,1973,Male,10,matthew,2252,11/7/2022
70s,1973,Male,11,richard,2115,11/7/2022
70s,1973,Male,12,eric,2038,11/7/2022
70s,1973,Male,13,william,1840,11/7/2022
70s,1973,Male,14,joseph,1788,11/7/2022
70s,1973,Male,15,jeffrey,1757,11/7/2022
70s,1973,Male,16,mark,1739,11/7/2022
70s,1973,Male,17,steven,1701,11/7/2022
70s,1973,Male,18,jose,1685,11/7/2022
70s,1973,Male,19,anthony,1609,11/7/2022
70s,1973,Male,20,scott,1513,11/7/2022
70s,1973,Male,21,kevin,1399,11/7/2022
70s,1973,Male,22,paul,1298,11/7/2022
70s,1973,Male,23,ryan,1284,11/7/2022
70s,1973,Male,24,joshua,1266,11/7/2022
70s,1973,Male,25,thomas,1251,11/7/2022
70s,1974,Female,1,jennifer,5631,11/7/2022
70s,1974,Female,2,michelle,2510,11/7/2022
70s,1974,Female,3,christine,2449,11/7/2022
70s,1974,Female,4,heather,1904,11/7/2022
70s,1974,Female,5,maria,1858,11/7/2022
70s,1974,Female,6,amy,1840,11/7/2022
70s,1974,Female,7,lisa,1783,11/7/2022
70s,1974,Female,8,kimberly,1695,11/7/2022
70s,1974,Female,9,melissa,1489,11/7/2022
70s,1974,Female,10,elizabeth,1479,11/7/2022
70s,1974,Female,11,stephanie,1415,11/7/2022
70s,1974,Female,12,angela,1262,11/7/2022
70s,1974,Female,13,veronica,1193,11/7/2022
70s,1974,Female,14,rebecca,1190,11/7/2022
70s,1974,Female,15,nicole,1171,11/7/2022
70s,1974,Female,16,jessica,1111,11/7/2022
70s,1974,Female,17,shannon,1105,11/7/2022
70s,1974,Female,18,julie,1104,11/7/2022
70s,1974,Female,19,laura,1030,11/7/2022
70s,1974,Female,20,cynthia,1022,11/7/2022
70s,1974,Female,21,monica,1017,11/7/2022
70s,1974,Female,22,patricia,1001,11/7/2022
70s,1974,Female,23,sarah,973,11/7/2022
70s,1974,Female,24,sandra,963,11/7/2022
70s,1974,Female,25,andrea,859,11/7/2022
70s,1974,Male,1,michael,6159,11/7/2022
70s,1974,Male,2,jason,4765,11/7/2022
70s,1974,Male,3,david,4325,11/7/2022
70s,1974,Male,4,christopher,3897,11/7/2022
70s,1974,Male,5,robert,3477,11/7/2022
70s,1974,Male,6,john,2976,11/7/2022
70s,1974,Male,7,brian,2952,11/7/2022
70s,1974,Male,8,daniel,2942,11/7/2022
70s,1974,Male,9,james,2932,11/7/2022
70s,1974,Male,10,matthew,2527,11/7/2022
70s,1974,Male,11,richard,1959,11/7/2022
70s,1974,Male,12,eric,1957,11/7/2022
70s,1974,Male,13,jose,1944,11/7/2022
70s,1974,Male,14,joseph,1850,11/7/2022
70s,1974,Male,15,jeffrey,1786,11/7/2022
70s,1974,Male,16,william,1780,11/7/2022
70s,1974,Male,17,steven,1763,11/7/2022
70s,1974,Male,18,joshua,1654,11/7/2022
70s,1974,Male,19,anthony,1631,11/7/2022
70s,1974,Male,20,mark,1626,11/7/2022
70s,1974,Male,21,ryan,1517,11/7/2022
70s,1974,Male,22,scott,1511,11/7/2022
70s,1974,Male,23,kevin,1413,11/7/2022
70s,1974,Male,24,aaron,1258,11/7/2022
70s,1974,Male,25,paul,1209,11/7/2022
70s,1975,Female,1,jennifer,5311,11/7/2022
70s,1975,Female,2,christine,2638,11/7/2022
70s,1975,Female,3,michelle,2230,11/7/2022
70s,1975,Female,4,amy,2193,11/7/2022
70s,1975,Female,5,maria,1944,11/7/2022
70s,1975,Female,6,heather,1937,11/7/2022
70s,1975,Female,7,melissa,1687,11/7/2022
70s,1975,Female,8,lisa,1602,11/7/2022
70s,1975,Female,9,kimberly,1503,11/7/2022
70s,1975,Female,10,elizabeth,1467,11/7/2022
70s,1975,Female,11,angela,1400,11/7/2022
70s,1975,Female,12,nicole,1349,11/7/2022
70s,1975,Female,13,stephanie,1340,11/7/2022
70s,1975,Female,14,jessica,1297,11/7/2022
70s,1975,Female,15,veronica,1239,11/7/2022
70s,1975,Female,16,rebecca,1150,11/7/2022
70s,1975,Female,17,sarah,1076,11/7/2022
70s,1975,Female,18,laura,1058,11/7/2022
70s,1975,Female,19,patricia,1025,11/7/2022
70s,1975,Female,20,monica,1006,11/7/2022
70s,1975,Female,21,julie,983,11/7/2022
70s,1975,Female,22,shannon,974,11/7/2022
70s,1975,Female,23,cynthia,909,11/7/2022
70s,1975,Female,24,erin,892,11/7/2022
70s,1975,Female,25,andrea,873,11/7/2022
70s,1975,Male,1,michael,6278,11/7/2022
70s,1975,Male,2,jason,4347,11/7/2022
70s,1975,Male,3,david,4058,11/7/2022
70s,1975,Male,4,christopher,3858,11/7/2022
70s,1975,Male,5,robert,3437,11/7/2022
70s,1975,Male,6,daniel,2944,11/7/2022
70s,1975,Male,7,james,2871,11/7/2022
70s,1975,Male,8,john,2834,11/7/2022
70s,1975,Male,9,matthew,2583,11/7/2022
70s,1975,Male,10,brian,2565,11/7/2022
70s,1975,Male,11,jose,2113,11/7/2022
70s,1975,Male,12,richard,1965,11/7/2022
70s,1975,Male,13,joseph,1867,11/7/2022
70s,1975,Male,14,joshua,1864,11/7/2022
70s,1975,Male,15,eric,1840,11/7/2022
70s,1975,Male,16,ryan,1833,11/7/2022
70s,1975,Male,17,jeffrey,1706,11/7/2022
70s,1975,Male,18,william,1703,11/7/2022
70s,1975,Male,19,steven,1695,11/7/2022
70s,1975,Male,20,anthony,1623,11/7/2022
70s,1975,Male,21,scott,1463,11/7/2022
70s,1975,Male,22,mark,1427,11/7/2022
70s,1975,Male,23,kevin,1268,11/7/2022
70s,1975,Male,24,juan,1263,11/7/2022
70s,1975,Male,25,jeremy,1254,11/7/2022
70s,1976,Female,1,jennifer,5564,11/7/2022
70s,1976,Female,2,christine,2610,11/7/2022
70s,1976,Female,3,amy,2210,11/7/2022
70s,1976,Female,4,michelle,2061,11/7/2022
70s,1976,Female,5,maria,1927,11/7/2022
70s,1976,Female,6,melissa,1885,11/7/2022
70s,1976,Female,7,heather,1861,11/7/2022
70s,1976,Female,8,jessica,1783,11/7/2022
70s,1976,Female,9,lisa,1704,11/7/2022
70s,1976,Female,10,elizabeth,1647,11/7/2022
70s,1976,Female,11,nicole,1454,11/7/2022
70s,1976,Female,12,sarah,1414,11/7/2022
70s,1976,Female,13,angela,1388,11/7/2022
70s,1976,Female,14,kimberly,1284,11/7/2022
70s,1976,Female,15,stephanie,1256,11/7/2022
70s,1976,Female,16,rebecca,1254,11/7/2022
70s,1976,Female,17,shannon,1208,11/7/2022
70s,1976,Female,18,veronica,1192,11/7/2022
70s,1976,Female,19,laura,1170,11/7/2022
70s,1976,Female,20,monica,1118,11/7/2022
70s,1976,Female,21,jamie,1085,11/7/2022
70s,1976,Female,22,julie,994,11/7/2022
70s,1976,Female,23,amanda,958,11/7/2022
70s,1976,Female,24,erin,916,11/7/2022
70s,1976,Female,25,andrea,899,11/7/2022
70s,1976,Male,1,michael,6196,11/7/2022
70s,1976,Male,2,david,4328,11/7/2022
70s,1976,Male,3,jason,4316,11/7/2022
70s,1976,Male,4,christopher,3882,11/7/2022
70s,1976,Male,5,robert,3385,11/7/2022
70s,1976,Male,6,daniel,3179,11/7/2022
70s,1976,Male,7,james,2893,11/7/2022
70s,1976,Male,8,john,2800,11/7/2022
70s,1976,Male,9,matthew,2738,11/7/2022
70s,1976,Male,10,brian,2678,11/7/2022
70s,1976,Male,11,jose,2336,11/7/2022
70s,1976,Male,12,joseph,2135,11/7/2022
70s,1976,Male,13,eric,2068,11/7/2022
70s,1976,Male,14,joshua,2020,11/7/2022
70s,1976,Male,15,ryan,2004,11/7/2022
70s,1976,Male,16,richard,1938,11/7/2022
70s,1976,Male,17,anthony,1737,11/7/2022
70s,1976,Male,17,steven,1737,11/7/2022
70s,1976,Male,19,william,1699,11/7/2022
70s,1976,Male,20,jeffrey,1594,11/7/2022
70s,1976,Male,21,juan,1576,11/7/2022
70s,1976,Male,22,jeremy,1519,11/7/2022
70s,1976,Male,23,kevin,1509,11/7/2022
70s,1976,Male,24,mark,1369,11/7/2022
70s,1976,Male,25,scott,1328,11/7/2022
70s,1977,Female,1,jennifer,5553,11/7/2022
70s,1977,Female,2,christine,2648,11/7/2022
70s,1977,Female,3,jessica,2224,11/7/2022
70s,1977,Female,4,melissa,2196,11/7/2022
70s,1977,Female,5,michelle,2195,11/7/2022
70s,1977,Female,6,sarah,1884,11/7/2022
70s,1977,Female,7,maria,1826,11/7/2022
70s,1977,Female,8,heather,1803,11/7/2022
70s,1977,Female,9,elizabeth,1775,11/7/2022
70s,1977,Female,10,lisa,1711,11/7/2022
70s,1977,Female,11,amy,1613,11/7/2022
70s,1977,Female,12,nicole,1556,11/7/2022
70s,1977,Female,13,kimberly,1401,11/7/2022
70s,1977,Female,14,angela,1400,11/7/2022
70s,1977,Female,15,stephanie,1345,11/7/2022
70s,1977,Female,16,kelly,1309,11/7/2022
70s,1977,Female,17,veronica,1172,11/7/2022
70s,1977,Female,18,monica,1170,11/7/2022
70s,1977,Female,19,rebecca,1153,11/7/2022
70s,1977,Female,20,jamie,1136,11/7/2022
70s,1977,Female,21,shannon,1123,11/7/2022
70s,1977,Female,22,amanda,1092,11/7/2022
70s,1977,Female,23,laura,1062,11/7/2022
70s,1977,Female,24,andrea,1049,11/7/2022
70s,1977,Female,25,amber,1005,11/7/2022
70s,1977,Male,1,michael,6387,11/7/2022
70s,1977,Male,2,david,4395,11/7/2022
70s,1977,Male,3,jason,4384,11/7/2022
70s,1977,Male,4,christopher,4094,11/7/2022
70s,1977,Male,5,daniel,3373,11/7/2022
70s,1977,Male,6,robert,3365,11/7/2022
70s,1977,Male,7,james,2966,11/7/2022
70s,1977,Male,8,brian,2933,11/7/2022
70s,1977,Male,9,matthew,2850,11/7/2022
70s,1977,Male,10,john,2800,11/7/2022
70s,1977,Male,11,ryan,2467,11/7/2022
70s,1977,Male,12,joshua,2439,11/7/2022
70s,1977,Male,13,joseph,2329,11/7/2022
70s,1977,Male,14,jose,2310,11/7/2022
70s,1977,Male,15,richard,2087,11/7/2022
70s,1977,Male,16,eric,2019,11/7/2022
70s,1977,Male,17,anthony,1880,11/7/2022
70s,1977,Male,18,kevin,1828,11/7/2022
70s,1977,Male,19,william,1718,11/7/2022
70s,1977,Male,20,steven,1696,11/7/2022
70s,1977,Male,21,jeremy,1662,11/7/2022
70s,1977,Male,22,jeffrey,1654,11/7/2022
70s,1977,Male,23,juan,1373,11/7/2022
70s,1977,Male,24,scott,1365,11/7/2022
70s,1977,Male,25,andrew,1355,11/7/2022
70s,1978,Female,1,jennifer,5288,11/7/2022
70s,1978,Female,2,melissa,2437,11/7/2022
70s,1978,Female,3,jessica,2380,11/7/2022
70s,1978,Female,4,michelle,2262,11/7/2022
70s,1978,Female,5,sarah,2107,11/7/2022
70s,1978,Female,6,christina,2025,11/7/2022
70s,1978,Female,7,nicole,1891,11/7/2022
70s,1978,Female,8,maria,1835,11/7/2022
70s,1978,Female,9,elizabeth,1787,11/7/2022
70s,1978,Female,10,heather,1745,11/7/2022
70s,1978,Female,11,lisa,1722,11/7/2022
70s,1978,Female,12,angela,1433,11/7/2022
70s,1978,Female,13,stephanie,1394,11/7/2022
70s,1978,Female,14,amy,1383,11/7/2022
70s,1978,Female,15,kimberly,1292,11/7/2022
70s,1978,Female,16,kelly,1250,11/7/2022
70s,1978,Female,17,rebecca,1213,11/7/2022
70s,1978,Female,18,amanda,1175,11/7/2022
70s,1978,Female,19,veronica,1162,11/7/2022
70s,1978,Female,20,monica,1130,11/7/2022
70s,1978,Female,21,amber,1094,11/7/2022
70s,1978,Female,22,andrea,1072,11/7/2022
70s,1978,Female,23,shannon,1047,11/7/2022
70s,1978,Female,24,laura,1039,11/7/2022
70s,1978,Female,25,erin,1016,11/7/2022
70s,1978,Male,1,michael,6546,11/7/2022
