,img_url,Text
171,background: url(https://www.famousbirthdays.com/thumbnails/li-jet-medium.jpg) no-repeat center center; background-size:cover;,"
19


Vanessa Williams, 59

TV Actress

"
172,background: url(https://www.famousbirthdays.com/thumbnails/barkley-charles-medium.jpg) no-repeat center center; background-size:cover;,"
20


Quentin Tarantino, 59

Director

"
173,background: url(https://www.famousbirthdays.com/thumbnails/richardson-natasha-medium.jpg) no-repeat center center; background-size:cover;,"
21


David Thewlis, 59

Movie Actor

"
174,background: url(https://www.famousbirthdays.com/thumbnails/cableguy-larry-medium.jpg) no-repeat center center; background-size:cover;,"
22


James May, 59

TV Show Host

"
175,background: url(https://www.famousbirthdays.com/thumbnails/cavanagh-tom-medium.jpg) no-repeat center center; background-size:cover;,"
23


José Mourinho, 59

Soccer Coach

"
176,background: url(https://www.famousbirthdays.com/thumbnails/norton-graham-medium.jpg) no-repeat center center; background-size:cover;,"
24


Rob Schneider, 59

Movie Actor

"
177,background: url(https://www.famousbirthdays.com/thumbnails/dee-momma-medium.jpg) no-repeat center center; background-size:cover;,"
25


Seal, 59

Rock Singer

"
178,background: url(https://www.famousbirthdays.com/thumbnails/lindemann-till-medium.jpg) no-repeat center center; background-size:cover;,"
26


Lisa Rinna, 59

Soap Opera Actress

"
179,background: url(https://www.famousbirthdays.com/thumbnails/michaels-bret-medium.jpg) no-repeat center center; background-size:cover;,"
27


Jason Isaacs, 59

TV Actor

"
180,background: url(https://www.famousbirthdays.com/thumbnails/kapoor-sridevi-medium.jpg) no-repeat center center; background-size:cover;,"
28


Jet Li, 59

Movie Actor

"
181,background: url(https://www.famousbirthdays.com/thumbnails/norris-dean-medium.jpg) no-repeat center center; background-size:cover;,"
29


Charles Barkley, 59

Basketball Player

"
182,background: url(https://www.famousbirthdays.com/thumbnails/quintanilla-abraham-medium.jpg) no-repeat center center; background-size:cover;,"
30


Natasha Richardson (1963-2009)

Movie Actress

"
183,background: url(https://www.famousbirthdays.com/thumbnails/lennon-julian-medium.jpg) no-repeat center center; background-size:cover;,"
31


Larry the Cable Guy, 59

Movie Actor

"
184,background: url(https://www.famousbirthdays.com/thumbnails/cates-phoebe-medium.jpg) no-repeat center center; background-size:cover;,"
32


Tom Cavanagh, 59

TV Actor

"
185,background: url(https://www.famousbirthdays.com/thumbnails/olajuwon-hakeem-medium.jpg) no-repeat center center; background-size:cover;,"
33


Graham Norton, 59

TV Show Host

"
186,background: url(https://www.famousbirthdays.com/thumbnails/jacobs-marc-medium.jpg) no-repeat center center; background-size:cover;,"
34


Momma Dee, 59

Reality Star

"
187,background: url(https://www.famousbirthdays.com/thumbnails/ray-anthony-medium.jpg) no-repeat center center; background-size:cover;,"
35


Till Lindemann, 60

Metal Singer

"
188,background: url(https://www.famousbirthdays.com/thumbnails/malone-karl-medium.jpg) no-repeat center center; background-size:cover;,"
36


Bret Michaels, 59

Rock Singer

"
189,background: url(https://www.famousbirthdays.com/thumbnails/osteen-joel-medium.jpg) no-repeat center center; background-size:cover;,"
37


Sridevi Kapoor (1963-2018)

Movie Actress

"
190,background: url(https://www.famousbirthdays.com/thumbnails/shue-elisabeth-medium.jpg) no-repeat center center; background-size:cover;,"
38


Dean Norris, 59

TV Actor

"
191,background: url(https://www.famousbirthdays.com/thumbnails/washington-isaiah-medium.jpg) no-repeat center center; background-size:cover;,"
39


A.B. Quintanilla III, 59

World Music Singer

"
192,background: url(https://www.famousbirthdays.com/thumbnails/bezos-jeff-medium.jpg) no-repeat center center; background-size:cover;,"
40


Julian Lennon, 59

Rock Singer

"
193,background: url(https://www.famousbirthdays.com/thumbnails/obama-michelle-medium.jpg) no-repeat center center; background-size:cover;,"
41


Phoebe Cates, 59

Movie Actress

"
194,background: url(https://www.famousbirthdays.com/thumbnails/that-vegan-teacher-medium.jpg) no-repeat center center; background-size:cover;,"
42


Hakeem Olajuwon, 59

Basketball Player

"
195,background: url(https://www.famousbirthdays.com/thumbnails/e-eazy-medium.jpg) no-repeat center center; background-size:cover;,"
43


Marc Jacobs, 59

Fashion Designer

"
196,background: url(https://www.famousbirthdays.com/thumbnails/johnson-boris-medium.jpg) no-repeat center center; background-size:cover;,"
44


Sir Mix-a-Lot, 59

Rapper

"
197,background: url(https://www.famousbirthdays.com/thumbnails/cox-courteney-medium.jpg) no-repeat center center; background-size:cover;,"
45


Karl Malone, 59

Basketball Player

"
198,background: url(https://www.famousbirthdays.com/thumbnails/reeves-keanu-medium.jpg) no-repeat center center; background-size:cover;,"
46


Joel Osteen, 59

Religious Leader

"
199,background: url(https://www.famousbirthdays.com/thumbnails/bullock-sandra-medium.jpg) no-repeat center center; background-size:cover;,"
47


Elisabeth Shue, 59

Movie Actress

"
200,background: url(https://www.famousbirthdays.com/thumbnails/cage-nicolas-medium.jpg) no-repeat center center; background-size:cover;,"
48


Isaiah Washington, 59

TV Actor

"
201,background: url(https://www.famousbirthdays.com/thumbnails/harris-kamala-medium.jpg) no-repeat center center; background-size:cover;,1963 Movies
202,background: url(https://www.famousbirthdays.com/thumbnails/williams-wendy-medium.jpg) no-repeat center center; background-size:cover;,1963 Shows
203,background: url(https://www.famousbirthdays.com/thumbnails/lowe-rob-medium.jpg) no-repeat center center; background-size:cover;,Died in 1963
204,background: url(https://www.famousbirthdays.com/thumbnails/loughlin-lori-medium.jpg) no-repeat center center; background-size:cover;,"
1


Jeff Bezos, 59

Entrepreneur

"
205,background: url(https://www.famousbirthdays.com/thumbnails/foster-yolanda-medium.jpg) no-repeat center center; background-size:cover;,"
2


Michelle Obama, 58

First Lady

"
206,background: url(https://www.famousbirthdays.com/thumbnails/dillon-matt-medium.jpg) no-repeat center center; background-size:cover;,"
3


That Vegan Teacher, 58

TikTok Star

"
207,background: url(https://www.famousbirthdays.com/thumbnails/austin-steve-medium.jpg) no-repeat center center; background-size:cover;,"
4


Eazy-E (1964-1995)

Rapper

"
208,background: url(https://www.famousbirthdays.com/thumbnails/coleman-ronnie-medium.jpg) no-repeat center center; background-size:cover;,"
5


Boris Johnson, 58

World Leader

"
209,background: url(https://www.famousbirthdays.com/thumbnails/hargitay-mariska-medium.jpg) no-repeat center center; background-size:cover;,"
6


Courteney Cox, 58

TV Actress

"
210,background: url(https://www.famousbirthdays.com/thumbnails/mckeehan-kevin-medium.jpg) no-repeat center center; background-size:cover;,"
7


Keanu Reeves, 58

Movie Actor

"
211,background: url(https://www.famousbirthdays.com/thumbnails/love-courtney-medium.jpg) no-repeat center center; background-size:cover;,"
8


Sandra Bullock, 58

Movie Actress

"
212,background: url(https://www.famousbirthdays.com/thumbnails/spade-david-medium.jpg) no-repeat center center; background-size:cover;,"
9


Nicolas Cage, 59

Movie Actor

"
213,background: url(https://www.famousbirthdays.com/thumbnails/riordan-rick-medium.jpg) no-repeat center center; background-size:cover;,"
10


Kamala Harris, 58

Vice President

"
214,background: url(https://www.famousbirthdays.com/thumbnails/cornell-chris-medium.jpg) no-repeat center center; background-size:cover;,"
11


Wendy Williams, 58

TV Show Host

"
215,background: url(https://www.famousbirthdays.com/thumbnails/flay-bobby-medium.jpg) no-repeat center center; background-size:cover;,"
12


Rob Lowe, 58

Movie Actor

"
216,background: url(https://www.famousbirthdays.com/thumbnails/kravitz-lenny-medium.jpg) no-repeat center center; background-size:cover;,"
13


Lori Loughlin, 58

TV Actress

"
217,background: url(https://www.famousbirthdays.com/thumbnails/bellucci-monica-medium.jpg) no-repeat center center; background-size:cover;,"
14


Yolanda Hadid, 59

Reality Star

"
218,background: url(https://www.famousbirthdays.com/thumbnails/cheadle-don-medium.jpg) no-repeat center center; background-size:cover;,"
15


Matt Dillon, 58

Movie Actor

"
219,background: url(https://www.famousbirthdays.com/thumbnails/farley-chris-medium.jpg) no-repeat center center; background-size:cover;,"
16


Stone Cold Steve Austin, 58

Wrestler

"
220,background: url(https://www.famousbirthdays.com/thumbnails/edward-prince-medium.jpg) no-repeat center center; background-size:cover;,"
17


Ronnie Coleman, 58

Bodybuilder

"
221,background: url(https://www.famousbirthdays.com/faces/large-default.jpg) no-repeat center center; background-size:cover;,"
18


Mariska Hargitay, 58

TV Actress

"
222,background: url(https://www.famousbirthdays.com/thumbnails/curry-dell-medium.jpg) no-repeat center center; background-size:cover;,"
19


TobyMac, 58

Rapper

"
223,background: url(https://www.famousbirthdays.com/thumbnails/tomei-marisa-medium.jpg) no-repeat center center; background-size:cover;,"
20


Courtney Love, 58

Rock Singer

"
224,background: url(https://www.famousbirthdays.com/thumbnails/crowe-russell-medium.jpg) no-repeat center center; background-size:cover;,"
21


David Spade, 58

TV Actor

"
225,background: url(https://www.famousbirthdays.com/thumbnails/vedder-eddie-medium.jpg) no-repeat center center; background-size:cover;,"
22


Rick Riordan, 58

Young Adult Author

"
226,background: url(https://www.famousbirthdays.com/faces/large-default.jpg) no-repeat center center; background-size:cover;,"
23


Chris Cornell (1964-2017)

Rock Singer

"
227,background: url(https://www.famousbirthdays.com/thumbnails/fox-vivica-medium.jpg) no-repeat center center; background-size:cover;,"
24


Bobby Flay, 58

Chef

"
228,background: url(https://www.famousbirthdays.com/thumbnails/papanomaly-medium.jpg) no-repeat center center; background-size:cover;,"
25


Lenny Kravitz, 58

Funk Singer

"
229,background: url(https://www.famousbirthdays.com/thumbnails/wilkos-steve-medium.jpg) no-repeat center center; background-size:cover;,"
26


Monica Bellucci, 58

Movie Actress

"
230,background: url(https://www.famousbirthdays.com/thumbnails/markie-biz-medium.jpg) no-repeat center center; background-size:cover;,"
27


Don Cheadle, 58

Movie Actor

"
231,background: url(https://www.famousbirthdays.com/thumbnails/toro-guillermo-medium.jpg) no-repeat center center; background-size:cover;,"
28


Chris Farley (1964-1997)

Movie Actor

"
232,background: url(https://www.famousbirthdays.com/thumbnails/sykes-wanda-medium.jpg) no-repeat center center; background-size:cover;,"
29


Prince Edward, Earl of Wessex, 58

Prince

"
233,background: url(https://www.famousbirthdays.com/thumbnails/almostcoolmom-medium.jpg) no-repeat center center; background-size:cover;,"
30


Boz Mofid, 58

Family Member

"
234,background: url(https://www.famousbirthdays.com/thumbnails/colbert-stephen-medium.jpg) no-repeat center center; background-size:cover;,"
31


Dell Curry, 58

Basketball Player

"
235,background: url(https://www.famousbirthdays.com/thumbnails/kotb-hoda-medium.jpg) no-repeat center center; background-size:cover;,"
32


Marisa Tomei, 58

Movie Actress

"
236,background: url(https://www.famousbirthdays.com/thumbnails/guerrero-lisa-medium.jpg) no-repeat center center; background-size:cover;,"
33


Russell Crowe, 58

Movie Actor

"
237,background: url(https://www.famousbirthdays.com/thumbnails/eccleston-christopher-medium.jpg) no-repeat center center; background-size:cover;,"
34


Eddie Vedder, 58

Rock Singer

"
238,background: url(https://www.famousbirthdays.com/thumbnails/joeysworldtour-medium.jpg) no-repeat center center; background-size:cover;,"
35


Laura Rivera, 58

Family Member

"
239,background: url(https://www.famousbirthdays.com/thumbnails/vialli-gianluca-medium.jpg) no-repeat center center; background-size:cover;,"
36


Vivica A. Fox, 58

Movie Actress

"
240,background: url(https://www.famousbirthdays.com/thumbnails/miller-abby-medium.jpg) no-repeat center center; background-size:cover;,"
37


Papanomaly, 58

Twitter Star

"
241,background: url(https://www.famousbirthdays.com/thumbnails/downey-r-medium.jpg) no-repeat center center; background-size:cover;,"
38


Steve Wilkos, 58

TV Show Host

"
242,background: url(https://www.famousbirthdays.com/thumbnails/rowling-jk-medium.jpg) no-repeat center center; background-size:cover;,"
39


Biz Markie (1964-2021)

Rapper

"
243,background: url(https://www.famousbirthdays.com/thumbnails/dre-dr-medium.jpg) no-repeat center center; background-size:cover;,"
40


Guillermo del Toro, 58

Director

"
244,background: url(https://www.famousbirthdays.com/thumbnails/callaway-mark-medium.jpg) no-repeat center center; background-size:cover;,"
41


Wanda Sykes, 58

Comedian

"
245,background: url(https://www.famousbirthdays.com/thumbnails/khan-shahrukh-medium.jpg) no-repeat center center; background-size:cover;,"
42


AlmostCoolMom, 58

TikTok Star

"
246,background: url(https://www.famousbirthdays.com/thumbnails/rock-chris-medium.jpg) no-repeat center center; background-size:cover;,"
43


Stephen Colbert, 58

TV Show Host

"
247,background: url(https://www.famousbirthdays.com/thumbnails/vertes-jill-medium.jpg) no-repeat center center; background-size:cover;,"
44


Hoda Kotb, 58

TV Show Host

"
248,background: url(https://www.famousbirthdays.com/thumbnails/khan-salman-medium.jpg) no-repeat center center; background-size:cover;,"
45


Lisa Guerrero, 58

Journalist

"
249,background: url(https://www.famousbirthdays.com/thumbnails/lawrence-martin-medium.jpg) no-repeat center center; background-size:cover;,"
46


Christopher Eccleston, 58

Movie Actor

"
250,background: url(https://www.famousbirthdays.com/thumbnails/stiller-ben-medium.jpg) no-repeat center center; background-size:cover;,"
47


JoeysWorldTour, 58

YouTube Star

"
251,background: url(https://www.famousbirthdays.com/thumbnails/shields-brooke-medium.jpg) no-repeat center center; background-size:cover;,"
48


Gianluca Vialli (1964-2023)

Soccer Player

"
252,background: url(https://www.famousbirthdays.com/faces/large-default.jpg) no-repeat center center; background-size:cover;,1964 Movies
253,background: url(https://www.famousbirthdays.com/thumbnails/slash-medium.jpg) no-repeat center center; background-size:cover;,1964 Shows
254,background: url(https://www.famousbirthdays.com/thumbnails/twain-shania-medium.jpg) no-repeat center center; background-size:cover;,Died in 1964
255,background: url(https://www.famousbirthdays.com/thumbnails/zabka-william-medium.jpg) no-repeat center center; background-size:cover;,"
1


Abby Lee Miller, 57

Reality Star

"
256,background: url(https://www.famousbirthdays.com/thumbnails/james-kevin-medium.jpg) no-repeat center center; background-size:cover;,"
2


Robert Downey Jr., 57

Movie Actor

"
